STATE,STATEFIPS,COUNTY,COUNTYFIPS,FIPS,YEAR,TP-TotPop,IR-WGWFr,IR-WSWFr,IR-WFrTo,IR-RecWW,IR-CUsFr,IR-IrSpr,IR-IrMic,IR-IrSur,IR-IrTot,IC-WGWFr,IC-WSWFr,IC-WFrTo,IC-CUsFr,IC-IrSpr,IC-IrMic,IC-IrSur,IC-IrTot
WA,53,Clark County,011,53011,2015,459.495,5.08,0.65,5.73,0.00,4.62,4.02,0.15,0.00,4.17,3.57,0.62,4.19,3.39,3.35,0.15,0.00,3.50
WA,53,Columbia County,013,53013,2015,3.944,0.72,3.79,4.51,0.00,3.62,3.93,0.10,0.00,4.03,0.67,3.79,4.46,3.58,3.90,0.10,0.00,4.00
WA,53,Cowlitz County,015,53015,2015,103.468,1.32,1.85,3.17,0.00,2.55,2.43,0.20,0.00,2.63,0.89,1.79,2.68,2.16,2.20,0.20,0.00,2.40
WA,53,Douglas County,017,53017,2015,40.534,4.24,16.69,20.93,0.00,16.86,17.15,1.00,0.00,18.15,3.70,16.69,20.39,16.43,16.85,1.00,0.00,17.85
WA,53,Ferry County,019,53019,2015,7.582,0.62,1.79,2.41,0.00,1.95,2.20,0.15,0.00,2.35,0.62,1.79,2.41,1.95,2.20,0.15,0.00,2.35
WA,53,Franklin County,021,53021,2015,88.807,90.50,271.46,361.96,0.00,288.84,167.41,11.55,15.90,194.86,90.43,271.21,361.64,288.58,167.30,11.55,15.90,194.75
WA,53,Garfield County,023,53023,2015,2.219,0.05,0.50,0.55,0.00,0.45,0.77,0.03,0.00,0.80,0.03,0.50,0.53,0.43,0.75,0.03,0.00,0.78
WA,53,Grant County,025,53025,2015,93.259,209.92,622.50,832.42,0.00,652.99,310.11,20.00,85.70,415.81,207.47,622.42,829.89,650.97,309.30,20.00,85.70,415.00
WA,53,Grays Harbor County,027,53027,2015,71.122,4.52,2.43,6.95,0.00,5.59,6.24,0.25,0.00,6.49,4.29,2.19,6.48,5.21,6.00,0.25,0.00,6.25
WA,53,Island County,029,53029,2015,80.593,1.13,0.25,1.38,0.00,1.10,1.69,0.05,0.00,1.74,0.85,0.04,0.89,0.71,1.30,0.05,0.00,1.35
WA,53,Jefferson County,031,53031,2015,30.466,0.63,0.26,0.89,0.00,0.71,0.57,0.03,0.00,0.60,0.38,0.13,0.51,0.41,0.40,0.03,0.00,0.43
WA,53,King County,033,53033,2015,2117.125,3.87,4.16,8.03,0.00,6.43,7.29,0.15,0.00,7.44,2.41,0.76,3.17,2.54,3.95,0.15,0.00,4.10
WA,53,Kitsap County,035,53035,2015,260.131,1.42,0.67,2.09,0.00,1.67,1.40,0.02,0.00,1.42,0.27,0.24,0.51,0.41,0.52,0.02,0.00,0.54
WA,53,Kittitas County,037,53037,2015,43.269,23.61,123.48,147.09,0.00,111.57,29.77,2.95,28.80,61.52,20.13,122.66,142.79,108.13,28.60,2.95,28.80,60.35
WA,53,Klickitat County,039,53039,2015,21.026,16.81,6.07,22.88,0.00,18.28,17.54,1.15,1.30,19.99,16.74,6.07,22.81,18.22,17.50,1.15,1.30,19.95
WA,53,Lewis County,041,53041,2015,75.882,3.51,4.22,7.73,0.00,6.26,7.15,0.50,0.00,7.65,3.30,4.06,7.36,5.96,6.95,0.50,0.00,7.45
WA,53,Lincoln County,043,53043,2015,10.321,12.36,3.08,15.44,0.00,12.44,23.73,1.60,0.00,25.33,12.23,3.08,15.31,12.34,23.60,1.60,0.00,25.20
WA,53,Mason County,045,53045,2015,61.023,0.82,0.25,1.07,0.00,0.86,0.87,0.05,0.00,0.92,0.42,0.25,0.67,0.54,0.65,0.05,0.00,0.70
WA,53,Okanogan County,047,53047,2015,41.516,21.30,27.63,48.93,0.00,39.41,47.80,3.20,0.45,51.45,20.67,27.59,48.26,38.87,47.35,3.20,0.45,51.00
WA,53,Pacific County,049,53049,2015,20.848,0.79,1.44,2.23,0.00,1.80,0.10,0.14,2.13,2.37,0.75,1.28,2.03,1.64,0.00,0.14,2.13,2.27
WA,53,Pend Oreille County,051,53051,2015,13.088,0.16,0.16,0.32,0.00,0.26,0.70,0.02,0.00,0.72,0.16,0.16,0.32,0.26,0.70,0.02,0.00,0.72
WA,53,Pierce County,053,53053,2015,843.954,4.21,1.58,5.79,0.00,4.67,4.13,0.44,0.00,4.57,2.14,0.37,2.51,2.05,2.27,0.44,0.00,2.71
WA,53,San Juan County,055,53055,2015,16.252,0.02,0.09,0.11,0.00,0.09,0.43,0.01,0.00,0.44,0.01,0.05,0.06,0.05,0.34,0.01,0.00,0.35
WA,53,Skagit County,057,53057,2015,121.846,13.82,4.62,18.44,0.00,14.56,18.56,0.90,0.00,19.46,13.77,3.88,17.65,13.93,18.10,0.90,0.00,19.00
WA,53,Skamania County,059,53059,2015,11.339,0.15,0.36,0.51,0.00,0.42,0.45,0.02,0.00,0.47,0.00,0.21,0.21,0.18,0.25,0.02,0.00,0.27
WA,53,Snohomish County,061,53061,2015,772.501,2.37,2.17,4.54,0.00,3.66,5.97,0.31,0.00,6.28,2.20,1.05,3.25,2.63,4.89,0.31,0.00,5.20
WA,53,Spokane County,063,53063,2015,490.945,7.59,1.05,8.64,0.00,6.96,10.72,0.60,0.00,11.32,6.02,1.05,7.07,5.70,9.30,0.60,0.00,9.90
WA,53,Stevens County,065,53065,2015,43.791,2.41,4.08,6.49,0.00,5.25,6.05,0.59,0.00,6.64,1.85,4.08,5.93,4.80,5.67,0.59,0.00,6.26
WA,53,Thurston County,067,53067,2015,269.536,4.96,1.16,6.12,0.00,4.92,5.52,0.41,0.00,5.93,3.70,1.16,4.86,3.91,4.81,0.41,0.00,5.22
WA,53,Wahkiakum County,069,53069,2015,4.042,0.04,0.06,0.10,0.00,0.08,0.08,0.00,0.00,0.08,0.03,0.02,0.05,0.04,0.05,0.00,0.00,0.05
WA,53,Walla Walla County,071,53071,2015,60.338,43.98,58.05,102.03,0.00,83.07,80.89,6.10,0.00,86.99,43.60,57.80,101.40,82.57,80.60,6.10,0.00,86.70
WA,53,Whatcom County,073,53073,2015,212.284,26.69,4.28,30.97,0.00,25.16,36.09,1.91,0.00,38.00,26.16,3.30,29.46,23.95,35.10,1.91,0.00,37.01
WA,53,Whitman County,075,53075,2015,48.177,0.98,1.26,2.24,0.00,1.80,4.05,0.42,0.00,4.47,0.77,1.26,2.03,1.63,3.78,0.42,0.00,4.20
WA,53,Yakima County,077,53077,2015,248.830,88.61,315.93,404.54,0.00,316.11,155.83,10.85,51.85,218.53,87.40,315.32,402.72,314.65,155.20,10.85,51.85,217.90
WV,54,Barbour County,001,54001,2015,16.704,0.00,0.02,0.02,0.00,0.02,0.03,0.00,0.03,0.06,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.04
WV,54,Berkeley County,003,54003,2015,111.901,0.06,0.07,0.13,0.00,0.11,0.18,0.00,0.08,0.26,0.00,0.00,0.00,0.00,0.09,0.00,0.04,0.13
WV,54,Boone County,005,54005,2015,23.372,0.00,0.04,0.04,0.00,0.03,0.03,0.00,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Braxton County,007,54007,2015,14.415,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Brooke County,009,54009,2015,23.350,0.00,0.06,0.06,0.00,0.05,0.04,0.00,0.02,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Cabell County,011,54011,2015,96.844,0.00,0.15,0.15,0.00,0.13,0.12,0.00,0.04,0.16,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Calhoun County,013,54013,2015,7.470,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Clay County,015,54015,2015,8.910,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Doddridge County,017,54017,2015,8.176,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Fayette County,019,54019,2015,44.997,0.00,0.08,0.08,0.00,0.07,0.07,0.00,0.04,0.11,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.03
WV,54,Gilmer County,021,54021,2015,8.518,0.00,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Grant County,023,54023,2015,11.766,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.02,0.07,0.00,0.00,0.00,0.00,0.05,0.00,0.02,0.07
WV,54,Greenbrier County,025,54025,2015,35.516,0.13,0.14,0.27,0.00,0.23,0.24,0.00,0.09,0.33,0.00,0.00,0.00,0.00,0.04,0.00,0.01,0.05
WV,54,Hampshire County,027,54027,2015,23.353,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.15
WV,54,Hancock County,029,54029,2015,29.815,0.00,0.14,0.14,0.00,0.12,0.10,0.00,0.04,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Hardy County,031,54031,2015,13.852,0.02,0.02,0.04,0.00,0.03,0.05,0.00,0.02,0.07,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.03
WV,54,Harrison County,033,54033,2015,68.714,0.00,0.22,0.22,0.00,0.19,0.17,0.00,0.08,0.25,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02
WV,54,Jackson County,035,54035,2015,29.237,0.00,0.04,0.04,0.00,0.03,0.05,0.00,0.02,0.07,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.03
WV,54,Jefferson County,037,54037,2015,56.482,0.08,0.08,0.16,0.00,0.14,0.32,0.00,0.13,0.45,0.01,0.01,0.02,0.02,0.22,0.00,0.09,0.31
WV,54,Kanawha County,039,54039,2015,188.332,0.00,0.22,0.22,0.00,0.19,0.15,0.00,0.07,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Lewis County,041,54041,2015,16.448,0.00,0.07,0.07,0.00,0.06,0.05,0.00,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Lincoln County,043,54043,2015,21.415,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Logan County,045,54045,2015,34.707,0.00,0.04,0.04,0.00,0.03,0.02,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,McDowell County,047,54047,2015,19.835,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Marion County,049,54049,2015,56.925,0.00,0.08,0.08,0.00,0.07,0.08,0.00,0.03,0.11,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.03
WV,54,Marshall County,051,54051,2015,31.978,0.00,0.04,0.04,0.00,0.03,0.04,0.00,0.01,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Mason County,053,54053,2015,27.037,0.00,0.08,0.08,0.00,0.07,0.23,0.00,0.11,0.34,0.00,0.02,0.02,0.02,0.19,0.00,0.09,0.28
WV,54,Mercer County,055,54055,2015,61.164,0.00,0.04,0.04,0.00,0.03,0.04,0.00,0.01,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Mineral County,057,54057,2015,27.451,0.02,0.02,0.04,0.00,0.03,0.08,0.00,0.03,0.11,0.00,0.00,0.00,0.00,0.05,0.00,0.02,0.07
WV,54,Mingo County,059,54059,2015,25.292,0.00,0.07,0.07,0.00,0.06,0.05,0.00,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Monongalia County,061,54061,2015,104.236,0.01,0.33,0.34,0.00,0.29,0.25,0.00,0.10,0.35,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Monroe County,063,54063,2015,13.506,0.00,0.04,0.04,0.00,0.03,0.04,0.00,0.02,0.06,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02
WV,54,Morgan County,065,54065,2015,17.524,0.04,0.04,0.08,0.00,0.07,0.09,0.00,0.05,0.14,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.05
WV,54,Nicholas County,067,54067,2015,25.594,0.00,0.04,0.04,0.00,0.03,0.04,0.00,0.01,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Ohio County,069,54069,2015,43.066,0.00,0.19,0.19,0.00,0.16,0.14,0.00,0.06,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Pendleton County,071,54071,2015,7.229,0.02,0.02,0.04,0.00,0.03,0.03,0.00,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Pleasants County,073,54073,2015,7.674,0.00,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Pocahontas County,075,54075,2015,8.607,0.00,0.07,0.07,0.00,0.06,0.06,0.00,0.01,0.07,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Preston County,077,54077,2015,33.940,0.00,0.09,0.09,0.00,0.08,0.10,0.00,0.05,0.15,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.06
WV,54,Putnam County,079,54079,2015,56.848,0.00,0.11,0.11,0.00,0.09,0.17,0.00,0.06,0.23,0.00,0.00,0.00,0.00,0.09,0.00,0.03,0.12
WV,54,Raleigh County,081,54081,2015,77.510,0.01,0.30,0.31,0.00,0.26,0.24,0.00,0.10,0.34,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.04
WV,54,Randolph County,083,54083,2015,29.126,0.00,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Ritchie County,085,54085,2015,9.982,0.00,0.02,0.02,0.00,0.02,0.01,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Roane County,087,54087,2015,14.435,0.00,0.02,0.02,0.00,0.02,0.02,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Summers County,089,54089,2015,13.239,0.00,0.08,0.08,0.00,0.07,0.06,0.00,0.03,0.09,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Taylor County,091,54091,2015,16.912,0.00,0.04,0.04,0.00,0.03,0.03,0.00,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Tucker County,093,54093,2015,6.966,0.00,0.07,0.07,0.00,0.06,0.05,0.00,0.02,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Tyler County,095,54095,2015,8.975,0.00,0.02,0.02,0.00,0.02,0.03,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Upshur County,097,54097,2015,24.758,0.00,0.06,0.06,0.00,0.05,0.05,0.00,0.03,0.08,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02
WV,54,Wayne County,099,54099,2015,40.971,0.00,0.04,0.04,0.00,0.03,0.04,0.00,0.01,0.05,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Webster County,101,54101,2015,8.755,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Wetzel County,103,54103,2015,15.816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Wirt County,105,54105,2015,5.880,0.00,0.04,0.04,0.00,0.03,0.03,0.00,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WV,54,Wood County,107,54107,2015,86.452,0.01,0.26,0.27,0.00,0.23,0.20,0.00,0.07,0.27,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01
WV,54,Wyoming County,109,54109,2015,22.151,0.00,0.08,0.08,0.00,0.07,0.05,0.00,0.03,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,55,Adams County,001,55001,2015,20.148,54.06,12.94,67.00,--,49.49,57.12,0.01,0.94,58.07,--,--,--,--,--,--,--,--
WI,55,Ashland County,003,55003,2015,15.843,0.02,0.00,0.02,--,0.02,0.01,0.01,0.00,0.02,--,--,--,--,--,--,--,--
WI,55,Barron County,005,55005,2015,45.563,2.74,0.02,2.76,--,2.48,15.25,0.06,0.00,15.31,--,--,--,--,--,--,--,--
WI,55,Bayfield County,007,55007,2015,14.977,0.10,0.02,0.12,--,0.11,0.09,0.07,0.00,0.16,--,--,--,--,--,--,--,--
WI,55,Brown County,009,55009,2015,258.718,0.45,0.00,0.45,--,0.41,0.69,0.15,0.00,0.84,--,--,--,--,--,--,--,--
WI,55,Buffalo County,011,55011,2015,13.192,1.52,0.00,1.52,--,1.37,4.54,0.08,0.00,4.62,--,--,--,--,--,--,--,--
WI,55,Burnett County,013,55013,2015,15.159,0.21,0.01,0.22,--,0.20,0.27,0.01,0.13,0.41,--,--,--,--,--,--,--,--
WI,55,Calumet County,015,55015,2015,49.762,0.06,0.00,0.06,--,0.05,0.18,0.09,0.00,0.27,--,--,--,--,--,--,--,--
WI,55,Chippewa County,017,55017,2015,63.531,1.39,0.03,1.42,--,1.28,8.06,0.02,0.00,8.08,--,--,--,--,--,--,--,--
WI,55,Clark County,019,55019,2015,34.445,0.34,0.46,0.80,--,0.40,0.53,0.01,0.05,0.59,--,--,--,--,--,--,--,--
WI,55,Columbia County,021,55021,2015,56.743,1.82,0.03,1.85,--,1.67,5.60,0.08,0.00,5.68,--,--,--,--,--,--,--,--
WI,55,Crawford County,023,55023,2015,16.391,0.16,0.00,0.16,--,0.14,0.15,0.09,0.00,0.24,--,--,--,--,--,--,--,--
WI,55,Dane County,025,55025,2015,523.643,5.08,0.68,5.76,--,5.18,7.95,0.10,0.00,8.05,--,--,--,--,--,--,--,--
WI,55,Dodge County,027,55027,2015,88.502,0.63,0.04,0.67,--,0.60,0.92,0.04,0.00,0.96,--,--,--,--,--,--,--,--
WI,55,Door County,029,55029,2015,27.554,0.61,0.06,0.67,--,0.60,0.40,0.59,0.00,0.99,--,--,--,--,--,--,--,--
WI,55,Douglas County,031,55031,2015,43.601,0.19,0.72,0.91,--,0.32,0.09,0.04,0.15,0.28,--,--,--,--,--,--,--,--
WI,55,Dunn County,033,55033,2015,44.497,8.96,0.04,9.00,--,8.10,36.52,0.01,0.00,36.53,--,--,--,--,--,--,--,--
WI,55,Eau Claire County,035,55035,2015,102.105,1.91,0.19,2.10,--,1.79,3.18,0.05,0.05,3.28,--,--,--,--,--,--,--,--
WI,55,Florence County,037,55037,2015,4.464,0.01,0.00,0.01,--,0.01,0.27,0.01,0.00,0.28,--,--,--,--,--,--,--,--
WI,55,Fond du Lac County,039,55039,2015,101.973,1.48,0.00,1.48,--,1.33,2.22,0.05,0.00,2.27,--,--,--,--,--,--,--,--
WI,55,Forest County,041,55041,2015,9.057,0.03,0.07,0.10,--,0.09,0.33,0.00,0.01,0.34,--,--,--,--,--,--,--,--
WI,55,Grant County,043,55043,2015,52.250,0.57,0.03,0.60,--,0.54,1.23,0.09,0.00,1.32,--,--,--,--,--,--,--,--
WI,55,Green County,045,55045,2015,37.186,1.32,0.00,1.32,--,1.19,3.57,0.02,0.00,3.59,--,--,--,--,--,--,--,--
WI,55,Green Lake County,047,55047,2015,18.856,5.00,0.07,5.07,--,4.56,7.79,0.00,0.00,7.79,--,--,--,--,--,--,--,--
WI,55,Iowa County,049,55049,2015,23.813,5.22,0.03,5.25,--,4.73,7.44,0.09,0.00,7.53,--,--,--,--,--,--,--,--
WI,55,Iron County,051,55051,2015,5.794,0.02,0.41,0.43,--,0.10,0.04,0.00,0.16,0.20,--,--,--,--,--,--,--,--
WI,55,Jackson County,053,55053,2015,20.554,2.54,15.11,17.65,--,5.21,4.02,0.07,3.17,7.26,--,--,--,--,--,--,--,--
WI,55,Jefferson County,055,55055,2015,84.559,6.44,0.00,6.44,--,5.80,9.50,0.11,0.00,9.61,--,--,--,--,--,--,--,--
WI,55,Juneau County,057,55057,2015,26.224,9.76,11.43,21.19,--,10.55,9.52,0.01,2.26,11.79,--,--,--,--,--,--,--,--
WI,55,Kenosha County,059,55059,2015,168.437,0.44,0.04,0.48,--,0.43,1.16,0.09,0.00,1.25,--,--,--,--,--,--,--,--
WI,55,Kewaunee County,061,55061,2015,20.366,0.22,0.00,0.22,--,0.20,0.09,0.10,0.00,0.19,--,--,--,--,--,--,--,--
WI,55,La Crosse County,063,55063,2015,118.212,0.55,0.00,0.55,--,0.50,1.57,0.02,0.00,1.59,--,--,--,--,--,--,--,--
WI,55,Lafayette County,065,55065,2015,16.829,0.57,0.02,0.59,--,0.53,0.92,0.01,0.00,0.93,--,--,--,--,--,--,--,--
WI,55,Langlade County,067,55067,2015,19.223,17.31,0.18,17.49,--,15.74,27.80,0.14,0.00,27.94,--,--,--,--,--,--,--,--
WI,55,Lincoln County,069,55069,2015,27.980,0.08,1.34,1.42,--,0.34,0.05,0.04,0.16,0.25,--,--,--,--,--,--,--,--
WI,55,Manitowoc County,071,55071,2015,79.806,0.28,0.01,0.29,--,0.26,1.26,0.01,0.00,1.27,--,--,--,--,--,--,--,--
WI,55,Marathon County,073,55073,2015,135.868,3.84,0.87,4.71,--,4.24,7.52,0.06,0.00,7.58,--,--,--,--,--,--,--,--
WI,55,Marinette County,075,55075,2015,40.884,2.76,0.05,2.81,--,2.53,2.73,0.10,0.00,2.83,--,--,--,--,--,--,--,--
WI,55,Marquette County,077,55077,2015,15.075,5.91,0.00,5.91,--,5.32,8.47,0.14,0.00,8.61,--,--,--,--,--,--,--,--
WI,55,Menominee County,078,55078,2015,4.573,0.00,0.00,0.00,--,0.00,0.00,0.00,0.00,0.00,--,--,--,--,--,--,--,--
WI,55,Milwaukee County,079,55079,2015,957.735,0.42,0.03,0.45,--,0.41,0.35,0.00,0.00,0.35,--,--,--,--,--,--,--,--
WI,55,Monroe County,081,55081,2015,45.549,3.17,24.25,27.42,--,5.76,0.68,0.07,3.70,4.45,--,--,--,--,--,--,--,--
WI,55,Oconto County,083,55083,2015,37.435,1.02,0.03,1.05,--,0.95,3.64,0.09,0.00,3.73,--,--,--,--,--,--,--,--
WI,55,Oneida County,085,55085,2015,35.567,0.33,12.18,12.51,--,2.81,2.18,0.00,0.99,3.17,--,--,--,--,--,--,--,--
WI,55,Outagamie County,087,55087,2015,183.245,0.48,0.36,0.84,--,0.76,0.54,0.09,0.00,0.63,--,--,--,--,--,--,--,--
WI,55,Ozaukee County,089,55089,2015,87.850,0.46,0.08,0.54,--,0.49,0.37,0.15,0.00,0.52,--,--,--,--,--,--,--,--
WI,55,Pepin County,091,55091,2015,7.290,2.19,0.00,2.19,--,1.97,6.23,0.09,0.00,6.32,--,--,--,--,--,--,--,--
WI,55,Pierce County,093,55093,2015,40.889,0.27,0.00,0.27,--,0.24,0.85,0.03,0.00,0.88,--,--,--,--,--,--,--,--
WI,55,Polk County,095,55095,2015,43.441,0.29,0.02,0.31,--,0.28,2.28,0.03,0.00,2.31,--,--,--,--,--,--,--,--
WI,55,Portage County,097,55097,2015,70.408,45.46,14.20,59.66,--,43.25,92.83,1.23,0.62,94.68,--,--,--,--,--,--,--,--
WI,55,Price County,099,55099,2015,13.645,0.03,2.97,3.00,--,0.62,0.01,0.03,0.75,0.79,--,--,--,--,--,--,--,--
WI,55,Racine County,101,55101,2015,195.080,1.56,0.03,1.59,--,1.43,1.80,0.09,0.00,1.89,--,--,--,--,--,--,--,--
WI,55,Richland County,103,55103,2015,17.495,0.96,0.00,0.96,--,0.86,3.33,0.00,0.00,3.33,--,--,--,--,--,--,--,--
WI,55,Rock County,105,55105,2015,161.448,7.37,0.02,7.39,--,6.65,23.17,0.09,0.00,23.26,--,--,--,--,--,--,--,--
WI,55,Rusk County,107,55107,2015,14.124,0.11,0.36,0.47,--,0.17,0.60,0.09,0.15,0.84,--,--,--,--,--,--,--,--
WI,55,St. Croix County,109,55109,2015,87.513,3.35,0.00,3.35,--,3.02,14.80,0.10,0.00,14.90,--,--,--,--,--,--,--,--
WI,55,Sauk County,111,55111,2015,63.642,6.44,0.00,6.44,--,5.80,19.92,0.05,0.00,19.97,--,--,--,--,--,--,--,--
WI,55,Sawyer County,113,55113,2015,16.376,0.13,2.38,2.51,--,0.61,0.63,0.15,0.35,1.13,--,--,--,--,--,--,--,--
WI,55,Shawano County,115,55115,2015,41.304,0.20,0.04,0.24,--,0.22,0.87,0.15,0.00,1.02,--,--,--,--,--,--,--,--
WI,55,Sheboygan County,117,55117,2015,115.569,0.50,0.03,0.53,--,0.48,0.43,0.08,0.00,0.51,--,--,--,--,--,--,--,--
WI,55,Taylor County,119,55119,2015,20.455,0.07,0.00,0.07,--,0.06,0.07,0.03,0.00,0.10,--,--,--,--,--,--,--,--
WI,55,Trempealeau County,121,55121,2015,29.550,3.61,0.16,3.77,--,3.39,8.41,0.10,0.00,8.51,--,--,--,--,--,--,--,--
WI,55,Vernon County,123,55123,2015,30.506,0.32,0.00,0.32,--,0.29,0.49,0.03,0.00,0.52,--,--,--,--,--,--,--,--
WI,55,Vilas County,125,55125,2015,21.387,0.29,3.09,3.38,--,0.90,0.45,0.00,0.63,1.08,--,--,--,--,--,--,--,--
WI,55,Walworth County,127,55127,2015,102.804,3.71,0.13,3.84,--,3.46,5.31,0.07,0.00,5.38,--,--,--,--,--,--,--,--
WI,55,Washburn County,129,55129,2015,15.552,0.89,1.72,2.61,--,1.17,2.60,0.08,0.35,3.03,--,--,--,--,--,--,--,--
WI,55,Washington County,131,55131,2015,133.674,0.59,0.01,0.60,--,0.54,0.78,0.02,0.00,0.80,--,--,--,--,--,--,--,--
WI,55,Waukesha County,133,55133,2015,396.488,1.87,0.13,2.00,--,1.80,1.92,0.09,0.00,2.01,--,--,--,--,--,--,--,--
WI,55,Waupaca County,135,55135,2015,51.945,4.20,0.55,4.75,--,4.28,9.53,0.08,0.00,9.61,--,--,--,--,--,--,--,--
WI,55,Waushara County,137,55137,2015,24.033,47.41,0.46,47.87,--,43.08,62.01,0.15,0.00,62.16,--,--,--,--,--,--,--,--
WI,55,Winnebago County,139,55139,2015,169.546,0.53,0.25,0.78,--,0.70,0.60,0.09,0.00,0.69,--,--,--,--,--,--,--,--
WI,55,Wood County,141,55141,2015,73.435,4.12,64.40,68.52,--,18.35,0.77,0.07,5.42,6.26,--,--,--,--,--,--,--,--
WY,56,Albany County,001,56001,2015,37.956,0.00,529.05,529.05,--,160.04,1.59,0.00,92.86,94.45,--,--,--,--,--,--,--,--
WY,56,Big Horn County,003,56003,2015,12.022,3.23,583.72,586.95,--,142.04,4.16,0.00,104.54,108.70,--,--,--,--,--,--,--,--
WY,56,Campbell County,005,56005,2015,49.220,0.32,10.45,10.77,--,2.37,0.26,0.00,1.55,1.81,--,--,--,--,--,--,--,--
WY,56,Carbon County,007,56007,2015,15.559,3.05,893.43,896.48,--,271.18,1.16,0.00,164.32,165.48,--,--,--,--,--,--,--,--
WY,56,Converse County,009,56009,2015,14.236,3.72,167.95,171.67,--,50.99,3.55,0.01,28.36,31.92,--,--,--,--,--,--,--,--
